ID;text
49;"
1. Sov sødt, barnlille!Lig rolig og stille,så sødelig sovsom fuglen i skov,som blomsterne blunde i enge!Gud Fader har sagt:Stå, engle, på vagt,hvor mine de små er i senge!
2. Gudsfingrene grandeslog kors for din pande,Guds Enbårnes røstslog kors for dit bryst,thi skal ingen djævel dig skade;nu kan i din dåbmed saligheds håbdin sjæl og dit hjerte du bade.
3. Læg hænderne sammen,da lægger sig amentil Frelserens bøn,som stiger i lønog lyder, hvor englene kvæde;i Himmerigs kordet lille Guds-ordomfavne Guds engle med glæde.
4. De råbe, de sjunge:På jordklimpens tungeet ord af Guds Søner blevet til bøn,svang hid sig på åndedræts-vinger;Gud Fader i løn,sig ja til den bøn!Fra lavland livsalig den klinger.
5. Og alle de købte,i Jesu navn døbte,som striden har stridt,som døden har lidt,gik ind til den evige hvile,istemme så lydthalleluja nyt,at englene tie og smile.
6. Da drypper som duggender manna på vuggentil barnet på jordfra englenes bord,du finder med smil det i morgen;og klarøjet bratdu siger godnattil tvivlen og frygten og sorgen.
7. Sov sødt, barnlille!Lig rolig og stille,og nyn på det navnmed nåden i favn,al jorden til salighed givet!Nyn: Jesus er min,så favr og så fin,min Jesus er lyset og livet!
"
50;"
1. Alt, hvad som fuglevinger fik,alt, hvad som efter fugleskikmed sanglyd drager ånde,lovsynge Gud, for han er god,han i sin nåde råder bodpå støvets ve og vånde.
2. Min sjæl, du har af alt på jordi tanken og din tunges ordde allerbedste vinger,og friest er dit åndefang,når dybt du drager det i sang,så højt i sky det klinger.
3. Hvad er vel og på jorderig,der sammenlignes kan med digi trangen til Guds nåde?Og det var dig, den ledte om,da med vor Herre hid den kompå underligste måde.
4. Så vågn da op, min sjæl, bryd udmed lovsangs røst, og pris din Gud,din skaber og genløser,som så til dig i nåde nedog over os sin kærlighedmed Trøsteren udøser!
5. Og sig det til hver fugl på jord,og sig til alle englekor,hvis sang livsaligst klinger,at du med dem i væddestridvil prise Gud til evig tidfor ånde, røst og vinger!
"
51;"
1. O kristelighed!du skænker vort hjerte, hvad verden ej ved,hvad svagt vi kun skimter, mens øjet er blåt,det lever dog i os, det føler vi godt;mit land, siger Herren, er Himmel og jord,hvor kærlighed bor.
2. Lyksalige lod,at leve, hvor døden har mistet sin brod,hvor alt, hvad som blegned, opblomstrer på ny,hvor alt, hvad der segned, opfarer i sky,hvor kærlighed vokser som dagen i vår,med roser i hår!
3. Livsalige land,hvor glasset ej rinder med gråd eller sand,hvor blomsten ej visner, hvor fuglen ej dør,hvor lykken er skinnende klar, men ej skør,hvor dyrt ikke købes til krone på bårde snehvide hår!
4. O vidunder-tro!Du slår over dybet din gyngende bro,som isgangen trodser i brusende strand,fra dødningehjem til de levendes land;bo lavere hos os, det huer dig bedst,du højbårne gæst!
5. Letvingede håb!gudbroder, nyfødt i den hellige dåb!O, lån os den fjederham, Ånden dig gav,så tit vi kan flyve til landet bag hav,hvor evigheds sol skinner klart allen stundpå saligheds grund!
6. O kærlighed selv!du rolige kilde for kræfternes elv!du fylder med Frelserens gavmilde ordvelsignelsens kalk på det kristne Guds-bord;o, vær du vor livdrik på jorden og blivvort evige liv!
7. O kærligheds Ånd!det evige liv i fuldkommenheds bånd!O, smelt du vort hjerte ved højaltrets ild,og klar du jordklimpen i solglansen mild,så glade vi føler, os skabes i brystde levendes lyst!
"
52;"
1. Vi kan føle, vi skal lære,dag fra dag, den visdom sund,at vi lever til Guds ærehøjt af ordet i Guds mund,mens på moders skød vi krybe,når til faders favn vi flyve,i vor Herres Jesu navn;
2. men at livet hos vor faderer, som i vor moders hjem,sine små, som hun, han baderog, som hun, han svøber dem,giver dem, som hun, at die,elsker op dem, som Marieelsked op hans egen søn!
3. Kønnet ej er ham til hinder,bedre end de store mændhuer ham de søde kvinder,som vil have ham til ven,begge køn vil han forbinde,så vi, som en ægte-kvinde,kan forenes med hans søn!
4. Det er kærlighedens gåde,i dens levnedsløb på jord,som kun sandheds ånd kan råde,og forklare ved Guds bord;først var kvinden skjult hos manden,sidst de enes med hinandenom, at kvinden skjuler bedst!
5. Eva sprang med brude-kerteud fra Adams hjerterod,men Marie under hjertebar Guds riges Fredegod;manden avled synderinden,Frelseren blev født af kvinden,Gud som mand er kvindens sæd!
6. Spejlet for den kristne kvindedet er Herrens moder sød,med så mangen kær veninde,Herren tro i liv og dødog da han stod op af døde,han, som påske-morgenrøde,først for kvinderne oprandt.
7. Han Marie Magdalenesendte ud med livets ord!hvem tør kvinderne formenevandringen i hendes spor!kristne møer, kristne enker,hvem tør lægge dem i lænker!hvem tør binde deres mund!
8. Først, når atter fromme kvinder,som i ordets heltetid,Herren tjene som ""bispinder""bruge tungerne med flid,så får hjertet mund og mæle,at sig glæde barnesjælei Guds Himmerig på jord!
"
53;"
1. Alle mine kilder skal være hos dig!Det var Guds-ordet i gamle dagetil det folkefærd uden mage,som bar på vor Herres moder hos sig.
2. Alle mine kilder skal være hos dig!Det var Guds-ordet i tidens fylde,da han fødtes, som engle hylde,da Jomfru Marie ham bar hos sig.
3. Alle mine kilder skal være hos dig!genlød røsten fra Himmel åben,Fader-røsten ved Jesus-dåben:Min Søn! Jeg har velbehag i dig.
4. Alle mine kilder skal være hos dig!Det er Guds-ordet i nådens dagetil det bad, som er uden mage,Ånds-badet, vor Herre bar i sig.
5. Alle mine kilder skal være hos dig!Det er Gud Faders den høje taletil den dåb, som i jordens dalevor Herre han bærer skjult i sig.
6. Alle mine kilder skal være hos dig!Af dig genfødes skal jord og himmel,folks og tungers og stjerners vrimmelmed alt, hvad jeg evig bar i mig!
"
54;"
1. Lille Guds barn, hvad skader dig?Tænk på din Fader i Himmerig!Han er så rig, han er så god,ingen kan stå hans magt imod.O, Gud ske lov!
2. Føden og klæden, hus og hjem,skulle Guds børn gå vild om dem?Mennesket lever af Guds ord,hjemme har børn, hvor fader bor.O, Gud ske lov!
3. Fuglen i skov, på mark og fjeldsynger i gry og så i kvæld,sover så sødt på kampestensom under tag på kvist og gren.O, Gud ske lov!
4. Ikke den pløjer eller sår,lægger ej op fra år til år,dog hvor bønder af hunger dø,finder den lille fugl et frø.O, Gud ske lov!
5. Yndig er blomsten klædt og boldt,dejligst at se på fjeldet goldt,ikke den spinder, ej den syr,dronning er dog dens dragt for dyr.O, Gud ske lov!
6. Blomst kommer op, og blomst går ud,hvad er vel den for Himlens Gudnoget at regne mod de små,som for hans åsyn evig stå!O, Gud ske lov!
7. Lille Guds barn i verden her,hold dig da til din Fader nær!Spørg om hans magt og kærlighed,stol kun på ham og hvil i fred!O, Gud ske lov!
8. Føden og klæden nok du fåraf ham i morgen som i går.og når hans sol for dig går ned,arver du al hans herlighed.O, Gud ske lov!
"
55;"
1. Til himlene rækker din miskundhed, Gud,din trofasthed når dine skyer;din retfærdshånd over bjergene uder strakt over dale og byer.
2. Som himlenes favn er din kærlighed, Gud,som havenes dyb dine domme.Til frelsen fører du sjælene ud,vil skabningens suk ihukomme.
3. Hvor dyrebar er dog din miskundhed, Gud,hvor menneskebørnene bygge!I mulm er kærlighedsvingen bredt ud,vi skjuler os under dens skygge.
4. Du kvæger i ørken den tørstende sjæl,du bjærger den bævende due.Hos dig er livets det evige væld,og lys i dit lys skal vi skue.
"
56;"
1. Dejlig er jorden! Prægtig er Guds Himmel! Skøn er sjælenes pilgrimsgang! Gennem de fagre riger på jorden gå vi til Paradis med sang.
2. Tider skal komme, tider skal henrulle, slægt skal følge slægters gang; aldrig forstummer tonen fra Himlen i sjælens glade pilgrimssang.
3. Englene sang den først for markens hyrder; skønt fra sjæl til sjæl det lød: Fred over jorden! Menneske, fryd dig, os er en evig frelser fød!
"
57;"
1. Amazing grace how sweet the soundThat saved a wretch like me!I once was lost, but now I'm found,Was blind but now I see.
2. 'Twas grace that taught my heart to fear,And grace my fear relieved.How precious did that grace appear,The hour I first believed.
3. When we've been there ten thousand years,Bright shining as the sun.We've no less days to sing God's praise,Than when we first begun.
4. Shall I be wafted to the skies,on flow'ry beds of ease.While others strive to win the prize,And sail the bloody seas.
"
65;"
1. Usynlige, som ingen kan beskrive,som holder alt det levende i live,som gir os krop og kræfter, sind og sanser,vi ber dig hver især:Kom du os nu så nær,at tiden standser!
2. I tid og rum er alt, hvad vi kan fatte,det enkle og det dybe, sammensatte.Men du er over alt og under tiden.På jorden står jeg stumog svimmel i dit rummed al min viden.
3. I mælkevejsgalaksen er planetenen prik så lille, at man knap kan se den!Galaksen selv er én blandt millioner!Hvem husker da på mig?Hvad er da vi for dig,vi jordpersoner?
4. Det isner i mit hjerte og min hjerne,hver gang jeg søger mening i det fj erne.Men ord og kys fra dig og mine kærekan varme sjæl og sindog hente tanken indi livets sfære.
5. Her husker jeg, vi skabtes i din lighedmed skaberevne, dømmekraft og frihed.I rummet følger alting faste baner.Kun vi kan standse opmed vilje sige stopog ændre vaner.
6. Du gjorde os til skaberværkets krone.En kvindes søn fi k sæde på din trone.Du lagde klodens liv i vores hænder.Så lyt til bøn og grådog giv os gode råd,før jorden brænder!
7. Usynlige, dit solskinsvæsen ser jegi Jesu liv og død, og derfor ber jeg:Tag mod min sang! Gør brug af mine sanser!Og vær min sol, min Gud,når rummets lys går ud,og tiden standser!
"
68;"
1. Vi trækker streger og sætter skelimellem andre folk og os selv.Imellem alle dem vi kalder ægte,og dem hvis ægthed vi så vil benægte.
2. Han fjerned grænser og sletted skelog derfor slog de manden ihjel. I evangeliet får vi at vide,han stilled sig på de uægtes side.
3. Han slog en streg over hver en stregsom sættes mellem dig og mig.Så ikke én af dem Vorherre skabteskal kaldes udenfor og helt fortabte.
4. Et kors det danner, naturligvisog det blev så hans kærlighedspris.Og alle de der faldt uden for stregendem slog han følge med på hele vejen.
"
69;"
1. Du skal elske din næste som dig selvdu skal bære på de andres himmelhvælvdu skal dele dine lykkerud i tusindvis af stykker
2. Du skal elske din næste som dig selvdu har døgnvagt på din egen sjæls hoteldu skal åbne dine døreog la folk gå ind med pløre
3. Du skal tære på din samvittigheddu skal kæmpe andres kamp hvor de går neddu skal ud at mærke efter:Hvem har brug for mine kræft er?
4. Du skal våge når klokken bliver tolvdu skal hente nogen ud af andres volddu skal høre dem der græderlydløst og på fj erne steder
5. Og når dagen er omme i dig selvog du ikke gjorde nok alligevelligger det du ikke gjordepå de andres natteborde
6. Men om natten går livets far hernedog han lægger hånden på dig med sin fredog hans øjne lyser milde:Du har lov at være lille
"
70;"
1. Som et drivhus i en frostnatkredser Jorden himmelblårundt om polerne og solenmed en masse byer på.Der er have, skove, bjerge,motorlarm og fuglesang.Jeg har udsigt til en færgeog endnu en solopgang.
2. Jeg har udsigt til en verden,der er skøn og grøn og grum.Jeg har indsigt i en hjerne,der kan være meget dum.Og dog husker jeg, jeg lærteaf min mor og vores præst:Vi blev ikke sat i verdenfor at råbe: Jeg er bedst!
3. Vi blev ikke sat i verdenfor at spinde magt og guld.Vi fik givet denne perlemed dens luft og vand og muldtil at mætte sultne maverog at folde evner ud.Alle Jordens gode gaverfik vi ansvar for af Gud.
4. Der er tegn i stress og klimaog i sædens kvalitetpå, at vi har levet dumt påden betroede planet.Skybrud, skilsmisser og brandeer kun lidt af tidens nød.Folk på stepper og ved strandegår mod sult og druknedød.
5. Som et drivhusskib med kulfyrunder tropesolens glød!– er det sådan kloden sejlerimod krig og varmedød?“Kul på kedlen!” Børsens bud er:“Gang i vækst og skiftehold!”Fri os, Gud, for falske guder!Fri os ud af vækstens vold!
6. “Gud har ingen gang på jorden!”mumler bankens chefstrateg.Du som gik her, og som ånderoveralt – i mus og eg:Ånd på markedets eksperter,giv dem aktier i dit værk!Giv os kloge studieværter!Gør samvittigheden stærk!
7. Du, al godheds rod og kilde,skænk hver stamme, gren og kvistsaft og ro, så vi kan bæreblomst og frugt til liv og fest!Stands den kamp om magt og ære,som forpester tid og rum.Rens foragtens atmosfæremed dit evangelium!
8. Som en Noas Ark for allekredser Jorden grøn og blå.Hjælp os, Gud, at tage varepå den livmor og de små.Og når solen går i bjerge her for mig for sidste gang,vug mig roligt på din færgeind til himmelsk morgensang!
"
71;"
1. Et hus at komme til,velkommen her du være vil.Bygget af sten, af ånd og krop,rejser sig op,solid, urokkelig,et hus du trygt kan høre hjemme i.
2. Et hus at komme til,velkommen her du være vil.Et hus, hvor kærlighedens budfolder sig ud,hvor mismod mødes afGuds løfte om at bære dig hver dag.
3. Et hus at komme til,velkommen her du være vil.Et hus for den, der søger trøst –de, der af lysthar åbnet døren ind,hvor de før gik forbi på vejen hjem.
4. Et hus at komme til,selvom du måske ikke vileller har brug for det du tarmed dig herfra.Du altid hilses vil,hvis du en anden gang søger hertil.
5. Et hus at komme til,bli’ her så længe som du vil.Græd dine tårer ud hos Gud,han rækker ud,hvor håbløsheden grorog planter troens frø dybt i din jord.
6. Et hus at komme til,velkommen her du være vil.Et hus, hvor kærlighedens lovstår over den,som vi har selv bestemtog sat så højt at næsten nær blir glemt.
7. Et hus, et helligt sted,kirken vi stadig regner med,når livet rammer os for hårdt,når alt blir sort,vi gerne favnes vil,da er det kirkens hus vi kommer til.
"
72;"
1. Du lagde livstid i min kropdu kaldte mine kære fremdu sagde: Her er mine børn.Det husker jeg på vejen hjem
2. At åbne verden skridt for skridtat flytte ud og komme fremat stå som ung på verdens kant.Det husker jeg på vejen hjem
3. De store muligheders tidat danse lige ind i demde børn jeg fik og ikke fik.Dem husker jeg på vejen hjem
4. Og tiden gik med sorg og sangog årene skrev knæfald fremi aftensolen stod mit navn.Det husker jeg på vejen hjem
5. Og tog jeg fejl og faldt jeg hårdtog førte jeg mig solklart fremså sank jeg altid i din hånd.Det husker jeg på vejen hjem
6. Og dagene der steg af takog åndedrag og alle demder gik med mig en tid et sted.Dem husker jeg på vejen hjem
7. Du kære Gud, din vilje skeforson mig mildt med alle demder kom og gik. Det liv jeg fik.Og lys for os på vejen hjem
"
73;"
1. Når vintermørket blæsersorg og længsel ind,når nattens drømme faldertungt i sjæl og sind,når frygten suser i tanken,når rædslen isnende ler,når angsten vinterstormer,– da er Kristus her
2. For stjernerne skal falde,månen miste sit skin,og solen skal formørkes,alt blive iskold vind,ja, jord og himmel skal kløves,af havets brusende sværd,når døden varsler sit komme,– da er Kristus nær
3. Når anemoner lyseri skovens mørke bund,da ved du vinteren svinderi forårets drømmende grund.Når angsten drager dig mod sig,når frygten fanger dit sind,da ved du Kristus er hos dig,– vinker håbet ind
4. Når æbleblomster svævermed svaler himmelhøjt,da ved du sommeren kommermed kor af lærkefløjt.Når håbet åbner dit hjerte,og glæden bryder dit savn,da ved du, Kristus er i dig,– kalder dig ved navn
"
